company,description,location,review,salary,star,title
Los Alamos National Laboratory,"Candidates for this position a reviewed as advanced in the field, work on unusually significant/unique/complex issues, and provide solutions through data driven...","Los Alamos, NM",97.0,113900.0,52.2,CMRR Quality Assurance Engineer 3 (Quality Assurance Engineer 3)
Los Alamos National Laboratory,"Nationally-recognized, quality-engineering-related certification such as American Society of Quality’s Certified Quality Engineer, Reliability Engineer, or...","Los Alamos, NM",97.0,138950.0,52.2,Quality Assurance Engineer 4
Los Alamos National Laboratory,"Develop, monitor, and validate accuracy, and auditing of performance data, reports and other statistical information....","Los Alamos, NM",97.0,113900.0,52.2,Maintenance Planner/Scheduler 4 (Work Control Planner 4)
Los Alamos County,"Maintains records, collects and analyzes safety data. Reviews EMS and fire reports from companies and collects data for quarterly reports....","Los Alamos, NM",2.0,97640.0,54.0,Fire Battalion Chief
Los Alamos National Laboratory,"Interfacing with the project trend engineer, and project functional areas as required. Risk Coordinators will help project teams establish project baseline risk...","Los Alamos, NM",97.0,126150.0,52.2,Risk Coordinator (Capital Project Leader 2)
Los Alamos National Laboratory,"The Division develops the workforce, facilities, technologies, and systems necessary to generate, analyze, and disseminate unique, high-quality data with...","Los Alamos, NM",97.0,69000.0,52.2,Machinist 3
Parker and Lynch,"Implementation of data and security protection. Parker + Lynch is searching for a Software Engineer for our well-established client in Albuquerque, New Mexico....","Albuquerque, NM",11.0,70000.0,40.2,"WEB DEVELOPER IN ALBUQUERQUE, NM"
Pueblo of Sandia,"Supervises all water and wastewater employees.Major Duties and ResponsibilitiesCoordinates, plans, and directs the operation and maintenance of the system to...","Albuquerque, NM 87113 (Alameda N Valley area)",2.0,64746.5,39.0,UTILITY OPERATIONS SUPERVISOR
"Aulii Construction, Inc.",Good knowledge of Corps of Engineers Quality Control Program and Certification with the Corps of Engineers Quality Control Program....,"Honolulu, HI",,92500.0,,Quality Control Manager
Department of the Army,"Reviews and evaluates technical data packages prepared for engineering development and/or procurement. Provides technical advice, guidance, and direction to...","Honolulu, HI",43067.0,80000.0,53.4,Project Management Engineer NF-04
Department of the Army,"Army Pacific and Pacific Ocean Division, Army Corps of Engineers. Collect, assemble and analyze data and information in order to prepare required periodic or ad...","Tripler Army Medical Center, HI",43067.0,70960.5,53.4,Medical Technologist
Pointillist,"Become an expert on Pointillist both in terms of its user-facing capabilities and how it extracts, transforms, and load the customer data from various data...","Boston, MA",,100000.0,,Data Integration Engineer
Enterprise Select,"We are looking for an experienced Data Engineer who is proactive, self-directed, and who will be a valuable addition to this fast-growing team....","New York, NY 10018 (Clinton area)",,125000.0,,Data Engineer
CalyxData Corporation,"Highly motivated, organized, and detail oriented individual who can quickly come up to speed, understand, and enhance existing the deployed Data Warehouse....","Rutherford, NJ",,100000.0,,Data Engineer - SSIS/Analytics
WinterWyman,"5000 company that is looking to add a back end/big data engineer to their growing data team. Java/Big Data Software Engineer – Spring, Hibernate, Hadoop,...","Auburndale, MA 02466",17.0,135000.0,42.6,Java / Big Data Engineer
WinterWyman,"Experience with data-intensive systems – and manipulation of data, data engineering, or data analysis. You should have a strong Data / Back End slant to your...","Boston, MA 02111 (Central area)",17.0,110000.0,42.6,"Back End / Data Engineer (Python, AWS, Hadoop / Spark)"
Battersea Biotech,Demonstrate a high level of initiative in troubleshooting experiments and accurate data analysis. The qualified candidate will coordinate closely with internal...,"Woburn, MA",,75000.0,,"Process Development Research Associate/Scientist, Cell Therapy"
Starpoint Solutions,"Data structures and algorithms. Lead and mentor a talented team of developers to develop, design, and implement scalable and future-proof software solutions....","Boston, MA",17.0,120000.0,43.8,Sr. Software Engineer
WinterWyman,"Real-time processing, data platform, or data ingestion. Senior and Principal Software Engineers. Experience building highly scalable systems that deal with very...","Boston, MA 02109 (Central area)",17.0,180000.0,42.6,"Senior / Principal / Lead Engineers: Scala, Python, Java, Big Data, AWS"
Affirmed Networks Inc.,Principal Software Engineer. Develop persistence service layer by using Hibernate to populate and fetch data from database....,"Acton, MA 01720",,131477.0,,Principal Software Engineer
Das Consulting,"Experience in implementation of big data analytics. Data analytics, mobile platform applications, and software based medical device life-cycle....","Cambridge, MA",,140000.0,,Software Engineer – Back End Engineer
The Publisher Desk,"Experience with data modeling, SQL, and database systems. If you are a Front End Engineer/Developer and enjoy interacting with clients, we have a unique career...","New York, NY 10018 (Clinton area)",,65000.0,,JavaScript Developer
NetHire Recruiting,"Engineer – Mechanical Automation Engineer. You must have an understanding of automation, machine control and data acquisition systems, hydraulics, pneumatics,...","Hartford, CT",,82500.0,,Mechanical Automation Engineer
Federal Aviation Administration,"Current registration as a professional engineer by any State, the District of Columbia, Guam, or Puerto Rico;...","Burlington, MA",604.0,79782.0,52.2,Aerospace Engineer (Avionics)
StreetID,"Parsers for vendor data in CSV, XML, FIXML or SWIFT MT (ISO 15022) formats. Financial services firm is seeking strong C++ and Java Developers to work in a fast...","Greenwich, CT",,180000.0,,Software Engineer
City of Enid,Licensed Professional Engineer. Ability to fill in for Project Engineer for an extended period. Ability to fill in for other Project Engineers for a short...,"Enid, OK",10.0,51711.0,43.2,Project Engineer
Western Farmers Electric Cooperative,Coordinates activities with consulting engineers concerning project design. Works with the protection engineer to obtain and maintain system data and computer...,"Moore, OK",4.0,104453.0,52.8,"Transmission Engineer I, II, III, or Sr."
Performance Support Inc.,"Experience in analysis and design of voice networks, LAN and WAN data networks, wireless networks, and/or network management systems to support voice and data...","Oklahoma City, OK",,78000.0,,LAN/Telecom Engineer US Citizenship Required
Department of the Army,Army Corps of Engineers. Army Corps of Engineers is one of the best! This position is with the Tulsa District US Army Corps of Engineers....,"Tulsa, OK",43067.0,77015.5,53.4,Geologist
"Aretec, Inc.","Provide problem diagnosis, data capture, analysis and resolution of LAN problems. Manage and monitor the Enterprise Network Infrastructure LAN and Enterprise...","Oklahoma City, OK",,82500.0,,Senior Network Engineer
PSC,Reputable and Privately owned international manufacturer/distributor of plastic and rubber components has a Direct Hire opportunity for a Product Application...,"Tulsa, OK",129.0,65000.0,40.8,Product/Design Application Engineer
NextSeed,Collect the data they need. Work with the CTO to develop and maintain data pipelines as well as warehousing needs....,"Houston, TX",,65000.0,,Associate Data Engineer
Medical Informatics Corp,"Knowledge of data structures. Market value income for a junior-mid level software engineer ($75,000 - $80,000)....","Houston, TX 77021 (Southeast area)",,77500.0,,Software Engineer
"CAR-Research XRM, an AutoLoop Company",Quality Assurance Engineer*. Analyze data to identify areas for improvement in the quality system. Attention to detail -- categorize and describe defects with...,"Houston, TX",,50000.0,,Jr. QA Engineer (Computer Software)
Baylor College of Medicine,Design and implement a software system that routes several separate data sources to the appropriate analysis pipelines and delivers data to upstream systems....,"Houston, TX",225.0,86600.0,51.0,Programmer/Analyst II
ProTek Partners,"Verify and ensure security for all Infrastructure platforms, end user systems and data stores. Manage staff and contractors including Information Security...","Houston, TX",,140000.0,,Information Security Manager
"PNM Resources, Inc","As assigned, meet numerous ERCOT, TRE, PUCT, FERC, and NERC data submittal deadlines. Function as a lead for staff engineers, professionals, and technicians and...","Alvin, TX",2.0,74669.0,51.0,ENGINEER III OR IV
P97,Responsible hands-on Quality Assurance Engineer:. Creates and manages the test environment and test data. Collaborates and communicates with the QA Director and...,"Houston, TX",,87000.0,,Software QA Automation Engineer - Native Mobile and Web
